from,to,start,end
SMF,SEA,1353423000,1353428820
SFO,SEA,1353483840,1353491280
SEA,SMF,1353473400,1353480000
HYA,HPN,1353429000,1353433500
LAX,SEA,1353468900,1353477840
LAX,SEA,1353472140,1353480960
LAX,PDX,1353427020,1353435240
LAX,SJC,1353483720,1353488820
STS,LAX,1353466140,1353471300
SJC,LAX,1353468960,1353474600
ORD,LGA,1353456000,1353462960
IND,DFW,1353458640,1353465540
LAX,LAS,1353472080,1353476220
LAS,DFW,1353445800,1353455640
LAS,MIA,1353439800,1353455940
DFW,CLE,1353423360,1353432900
ORD,PHX,1353442140,1353454800
MIA,STL,1353460140,1353470880
MIA,ATL,1353429120,1353436080
DFW,AUS,1353450240,1353452940
BFI,DFW,1353434460,1353448620
LAX,LAS,1353461880,1353466080
MCO,DFW,1353413100,1353423480
DFW,AUS,1353454680,1353457740
BHM,DFW,1353455640,1353462420
TPA,ORD,1353431700,1353442260
SEA,DFW,1353484080,1353497220
MIA,TPA,1353468900,1353472200
DFW,TPA,1353420300,1353428640
MIA,MCO,1353416880,1353420840
DFW,OKC,1353423720,1353426780
STL,DFW,1353423240,1353429720
DFW,LAS,1353459540,1353469260
JFK,LAX,1353466800,1353486480
PHX,ORD,1353429180,1353441420
DFW,TUL,1353462300,1353465840
LGA,DFW,1353426000,1353439140
DEN,DFW,1353466320,1353473040
LAX,JFK,1353452880,1353472440
LAX,JFK,1353475500,1353496620
LAX,JFK,1353483480,1353503280
LAX,MCO,1353477360,1353494820
LAX,IAD,1353481500,1353500700
DFW,CLE,1353441480,1353451200
DFW,TUL,1353450660,1353454140
MIA,LGA,1353431700,1353441420
DFW,RSW,1353443820,1353451800
DFW,JAX,1353430860,1353438420
LAX,BOS,1353476220,1353496680
DFW,RNO,1353423780,1353437280
DFW,LAS,1353428640,1353438780
LGA,ORD,1353462840,1353470760
LGA,DFW,1353414360,1353428340
ORD,LGA,1353465300,1353472320
FLL,DFW,1353408900,1353421860
DFW,SDF,1353422340,1353429240
DFW,AUS,1353465000,1353468060
MIA,CLT,1353467820,1353474900
LAX,MIA,1353482760,1353499740
ELP,DFW,1353421560,1353427500
DAY,DFW,1353410880,1353419340
DFW,STL,1353469320,1353475380
DFW,PHX,1353424440,1353433440
DFW,SAT,1353469200,1353472680
DFW,MCO,1353425580,1353433440
IND,DFW,1353429660,1353437040
DFW,PHX,1353464160,1353473040
LAX,BNA,1353481860,1353496980
DFW,DTW,1353416400,1353425220
DFW,SEA,1353470820,1353485880
DFW,TUL,1353470760,1353474540
DFW,IAH,1353467100,1353470580
SNA,DFW,1353430440,1353440580
DFW,SEA,1353463800,1353478680
DFW,LGA,1353452820,1353463860
IAH,DFW,1353462480,1353466200
STL,MIA,1353412620,1353421980
GRR,ORD,1353460980,1353463980
LAX,MIA,1353484800,1353502320
DFW,TPA,1353466680,1353474300
DFW,DTW,1353466320,1353477480
LAX,ORD,1353484380,1353499140
ORD,STL,1353463380,1353466800
MCI,DFW,1353417480,1353422520
MRY,LAX,1353449940,1353454320
TOL,ORD,1353440520,1353443940
DFW,MKE,1353463500,1353472320
DFW,ABQ,1353463320,1353469560
MIA,BWI,1353465780,1353474060
LAX,MIA,1353477240,1353494940
ABQ,DFW,1353416640,1353422220
DFW,DAY,1353463560,1353472380
DFW,OKC,1353466860,1353470940
OKC,DFW,1353423360,1353427860
SFO,ORD,1353487980,1353502800
MSY,DFW,1353461460,1353467580
DFW,MCI,1353462240,1353468300
SFO,LAX,1353474840,1353479280
MIA,DEN,1353449460,1353465300
DFW,MCI,1353453480,1353458880
DEN,DFW,1353432120,1353438240
DFW,PIT,1353463380,1353472620
DFW,BDL,1353418320,1353430320
SFO,LAX,1353467100,1353474180
RNO,DFW,1353422700,1353433620
DFW,TUL,1353466800,1353470520
DFW,ATL,1353428040,1353435060
DFW,ACT,1353441060,1353443100
ORD,FSD,1353422940,1353428100
DFW,SNA,1353470940,1353480960
LAS,ORD,1353454560,1353466800
MSP,DFW,1353418260,1353426840
HPN,ORD,1353453960,1353464220
ORD,RDU,1353446880,1353452760
SNA,DFW,1353449220,1353459240
DFW,IND,1353462600,1353469500
ORD,LSE,1353446040,1353449340
ORD,DFW,1353456480,1353463740
ORD,PHL,1353438780,1353445620
BWI,MIA,1353428940,1353438000
DFW,EWR,1353440520,1353451320
LAS,MIA,1353484560,1353499500
AUS,DFW,1353455460,1353459780
MIA,BOS,1353450600,1353461340
MIA,ATL,1353466860,1353473760
DFW,LIT,1353426780,1353430980
DFW,SAT,1353464940,1353468420
DFW,OKC,1353472560,1353475860
DFW,BNA,1353421020,1353427080
DFW,LAX,1353419880,1353432000
DFW,LAX,1353423780,1353435480
DFW,DSM,1353463260,1353469620
DFW,PDX,1353468600,1353482640
DFW,ABQ,1353424200,1353431340
DFW,LAS,1353432300,1353442200
DFW,CRP,1353448620,1353452520
DFW,CRP,1353455880,1353459900
AEX,DFW,1353434460,1353438660
DFW,LAX,1353438600,1353449520
DFW,AMA,1353456540,1353460980
GRK,DFW,1353423480,1353426540
DFW,DCA,1353452760,1353463140
SAT,DFW,1353425580,1353429360
DFW,HSV,1353422220,1353428220
DFW,CLT,1353465900,1353473640
DFW,SHV,1353445080,1353447960
TYR,DFW,1353429900,1353431880
GRK,DFW,1353412860,1353415920
DFW,MIA,1353431040,1353440520
DFW,LAX,1353469140,1353481560
ORD,MSP,1353454020,1353458220
LAX,DFW,1353425220,1353435900
OKC,ORD,1353433140,1353440640
ORD,SDF,1353431640,1353435900
DFW,LAX,1353474300,1353486300
ORD,PHL,1353422700,1353429180
DFW,XNA,1353456600,1353460740
DFW,GJT,1353460380,1353467520
DFW,LFT,1353436440,1353441300
FWA,DFW,1353412440,1353421080
ORD,ELP,1353434400,1353444840
BTR,DFW,1353437160,1353442200
ORD,MSP,1353465180,1353469800
DFW,SGF,1353446340,1353450840
DFW,MGM,1353447240,1353453360
DFW,JAN,1353450360,1353454500
DFW,CAE,1353442380,1353450420
DFW,TYR,1353453240,1353455820
DFW,GRK,1353419760,1353421980
DFW,CHA,1353424080,1353430980
DFW,MSN,1353425100,1353433440
DFW,TYR,1353426000,1353428040
DFW,ROW,1353426540,1353431820
PNS,DFW,1353438000,1353445800
DCA,ORD,1353443880,1353450780
MIA,TLH,1353424680,1353430380
MGM,DFW,1353455280,1353463200
DFW,ROW,1353449160,1353454200
DFW,LRD,1353467100,1353471060
ORD,MKE,1353425940,1353428640
ATL,LGA,1353451620,1353459360
PIT,MIA,1353450780,1353459960
BDL,ORD,1353446160,1353454320
DFW,SAF,1353426240,1353432000
LBB,DFW,1353444300,1353448380
ORD,CMH,1353412500,1353416160
RDU,JFK,1353425280,1353430560
ORD,FWA,1353421440,1353423960
ORD,AZO,1353422220,1353424500
DFW,PNS,1353419340,1353425040
TUL,ORD,1353435480,1353442080
LCH,DFW,1353441660,1353446280
STL,DCA,1353414480,1353421320
ORD,MSP,1353429300,1353433320
LAX,FAT,1353425880,1353428940
ORD,PIA,1353435780,1353439260
ORD,DTW,1353459540,1353463740
SGF,ORD,1353419700,1353425100
MKE,ORD,1353430560,1353433020
ORD,EVV,1353450720,1353453960
RDU,JFK,1353409800,1353415440
MIA,MEM,1353427920,1353437400
ORD,MKE,1353443280,1353445200
TLH,MIA,1353431820,1353436380
ORD,CMI,1353457740,1353460320
CVG,ORD,1353413160,1353417660
ORD,FSD,1353446700,1353451800
MSY,ORD,1353418140,1353426180
ORD,CVG,1353450480,1353454080
GRB,ORD,1353415080,1353419880
SHV,DFW,1353450060,1353453360
ROW,DFW,1353433620,1353438600
ORD,GRB,1353465000,1353468420
MSN,ORD,1353424740,1353427800
FAR,ORD,1353417000,1353423840
RDU,JFK,1353449040,1353454860
PIT,JFK,1353427980,1353432360
BNA,LGA,1353434160,1353441120
BNA,DCA,1353413700,1353419700
JFK,BNA,1353449880,1353458760
DCA,RDU,1353423540,1353427620
PIT,ORD,1353408720,1353413820
DCA,JFK,1353410520,1353415020
BNA,JFK,1353436500,1353445080
LAX,RNO,1353461580,1353466140
ORD,GRB,1353438000,1353440460
ORD,RST,1353435780,1353440940
RDU,LGA,1353449880,1353455520
ORD,FAR,1353428040,1353433920
ATL,ORD,1353453000,1353459660
MDT,ORD,1353449820,1353456480
PIT,ORD,1353431460,1353437280
ORD,RIC,1353465180,1353472140
RDU,ORD,1353441780,1353448620
ORD,IND,1353426600,1353431100
ORD,RST,1353446820,1353451740
PHX,LAX,1353448140,1353453780
LGA,CLE,1353438180,1353443580
LGA,DTW,1353462480,1353468660
CVG,ORD,1353408720,1353412980
ABI,DFW,1353423120,1353426240
ORD,ALO,1353462120,1353465600
ORD,GRR,1353434280,1353437700
ORD,HPN,1353444660,1353452160
DCA,RDU,1353453240,1353456960
DCA,RDU,1353409260,1353412740
ORD,GRR,1353468240,1353471060
ORD,IND,1353431820,1353435300
ORD,AZO,1353434700,1353438120
ORD,SDF,1353464700,1353468600
XNA,ORD,1353444780,1353451320
PIT,ORD,1353457440,1353463980
ORD,RIC,1353419820,1353426480
ORD,IND,1353420480,1353423240
ORD,PIT,1353450660,1353455280
IND,ORD,1353426600,1353430080
ORD,EVV,1353439680,1353443100
RIC,ORD,1353429360,1353436560
ORD,CMH,1353454800,1353459600
ORD,RIC,1353451080,1353457680
CAE,DFW,1353453600,1353463620
ORD,CVG,1353460740,1353464760
TVC,ORD,1353438600,1353442800
ORD,BNA,1353416940,1353421920
IND,MIA,1353452700,1353462180
TLH,MIA,1353413520,1353418200
MIA,CVG,1353421080,1353431160
JFK,IND,1353442620,1353450420
ORD,ART,1353457560,1353464460
CMH,JFK,1353418020,1353423600
ORD,MSY,1353443880,1353451020
IAH,ORD,1353450300,1353459360
MSY,ORD,1353454080,1353463380
ORD,MSN,1353445500,1353447660
ORD,BMI,1353448500,1353450900
DFW,AEX,1353450600,1353453900
AEX,DFW,1353455640,1353460440
FSD,ORD,1353454440,1353460320
LGA,CLE,1353419040,1353424680
EVV,ORD,1353456780,1353461340
DCA,RDU,1353446700,1353450960
DCA,BNA,1353414600,1353420780
OKC,ORD,1353453000,1353460920
ORD,BNA,1353456540,1353461100
CRP,DFW,1353461580,1353466260
ORD,ICT,1353443640,1353449160
ORD,HSV,1353426840,1353431820
ORD,MCI,1353446700,1353451980
ORD,MLI,1353419340,1353421620
DSM,ORD,1353460740,1353465060
DSM,ORD,1353447600,1353452940
ORD,DSM,1353441120,1353444780
ORD,DSM,1353454680,1353458340
CRP,DFW,1353429720,1353434520
ORD,MHK,1353430800,1353435780
DFW,CRP,1353423420,1353427200
MLI,ORD,1353424920,1353427680
JAN,DFW,1353443700,1353448800
CHO,ORD,1353410340,1353417120
LEX,DFW,1353411780,1353419520
MCI,ORD,1353454680,1353460260
ORD,XNA,1353454440,1353459420
DFW,PNS,1353451680,1353457020
PNS,DFW,1353458640,1353466020
DFW,JAN,1353437220,1353441540
DFW,GGG,1353451620,1353454200
LEX,ORD,1353408960,1353413220
DFW,LRD,1353423480,1353428940
LRD,DFW,1353430920,1353436140
BNA,DCA,1353422760,1353428400
ORD,LEX,1353459000,1353462960
RDU,DCA,1353452940,1353456720
DCA,RDU,1353458160,1353462300
LRD,DFW,1353459900,1353464160
LFT,DFW,1353415740,1353421200
ROW,DFW,1353419880,1353424380
DFW,LCH,1353460800,1353464700
AEX,DFW,1353431400,1353435540
AMA,DFW,1353451380,1353455520
DFW,CSG,1353439560,1353445920
DFW,ABI,1353462900,1353465540
GGG,DFW,1353456300,1353459240
OMA,ORD,1353454260,1353459900
DFW,AMA,1353445260,1353449220
DFW,VPS,1353461400,1353467940
DFW,CSG,1353458040,1353464220
ORD,BNA,1353450060,1353455220
ORD,CHO,1353463080,1353469200
CWA,ORD,1353425400,1353428880
BNA,ORD,1353456960,1353463440
ORD,TYS,1353463140,1353467640
IAH,ORD,1353457560,1353466740
BTR,DFW,1353459000,1353464160
DCA,RDU,1353462840,1353466140
TPA,DFW,1353415200,1353425580
DFW,GRK,1353454800,1353457380
GSO,DFW,1353453660,1353463320
JFK,CMH,1353463260,1353469620
TYS,DFW,1353455100,1353463860
DFW,CMI,1353459000,1353466440
LBB,DFW,1353462720,1353466320
CMH,MIA,1353451620,1353460800
DEN,LAX,1353464520,1353473220
ORD,ABQ,1353463380,1353472740
DFW,SHV,1353458580,1353461340
SHV,DFW,1353463380,1353466860
DTW,ORD,1353459840,1353463560
LAX,DEN,1353454200,1353461700
DFW,SAV,1353459000,1353466380
ORD,CMH,1353458400,1353462960
SEA,LAS,1353475860,1353484560
DFW,FWA,1353459660,1353468240
MSN,DFW,1353454860,1353462240
BDL,ORD,1353458580,1353466620
SEA,LAX,1353466020,1353476640
SEA,LAS,1353439500,1353448860
SEA,DEN,1353425460,1353434220
BUF,ORD,1353459660,1353465120
RDU,DCA,1353463560,1353467460
CVG,DFW,1353425160,1353434160
HOU,DFW,1353443640,1353447600
LIT,DFW,1353462600,1353466620
DFW,GRK,1353449340,1353451980
DFW,MGM,1353466440,1353472680
ORD,BDL,1353463080,1353470940
SEA,SMF,1353423720,1353430920
CLE,ORD,1353420840,1353424860
MIA,IND,1353455940,1353465780
MIA,PNS,1353444120,1353450720
ORD,SUX,1353460080,1353464940
AZO,ORD,1353408840,1353411360
PNS,MIA,1353452100,1353457560
DFW,JAN,1353455400,1353460200
DFW,CLL,1353464160,1353466740
BNA,ORD,1353462480,1353467640
CLT,LGA,1353451260,1353457080
LGA,ATL,1353460740,1353470160
LAX,FAT,1353459420,1353462840
FAT,LAX,1353464460,1353468540
ORD,EVV,1353466980,1353470040
SEA,LAX,1353423540,1353433200
ORD,AUS,1353467640,1353475980
SEA,SNA,1353429000,1353438720
DFW,TXK,1353429480,1353432360
DFW,GSP,1353442080,1353449640
DFW,HOU,1353430500,1353434280
DFW,CRP,1353427260,1353431400
DFW,GSP,1353463740,1353471420
HOU,DFW,1353435900,1353440100
DFW,CLL,1353440760,1353443340
GSP,DFW,1353451320,1353460740
DFW,AEX,1353463380,1353466920
DFW,SJT,1353451380,1353454320
DFW,VPS,1353449100,1353455640
VPS,DFW,1353457440,1353465600
SEA,OAK,1353420420,1353428580
CHS,DFW,1353432600,1353443460
GEG,PDX,1353436320,1353441300
GEG,SEA,1353450180,1353453780
GEG,PDX,1353466200,1353470820
ATL,DCA,1353424200,1353430680
GEG,SEA,1353423480,1353427200
GEG,SEA,1353453900,1353456480
GRR,DFW,1353413520,1353422580
DFW,CHS,1353462960,1353471060
DFW,ABI,1353427380,1353429840
DFW,SHV,1353450060,1353452940
SHV,DFW,1353455760,1353459420
ABI,DFW,1353432120,1353434880
CSG,DFW,1353448260,1353456420
DEN,COS,1353471840,1353474000
CHS,DFW,1353416580,1353427200
TYS,DFW,1353439680,1353447360
COS,DEN,1353415980,1353419520
CLE,CAK,1353417240,1353418800
SLC,DEN,1353456360,1353461160
DEN,BIL,1353424920,1353430680
DEN,CAK,1353465240,1353475500
MKE,ORD,1353458700,1353461760
DEN,SNA,1353442260,1353450060
DTW,MSP,1353442920,1353448980
ATL,MSP,1353448500,1353457620
LAX,DFW,1353402840,1353412440
OAK,SEA,1353450300,1353457080
SDF,ORD,1353412440,1353417420
BNA,LGA,1353458040,1353466620
ORD,GRB,1353452220,1353455520
ORF,CLT,1353406380,1353411060
FAY,CLT,1353406980,1353410520
CLT,LGA,1353446220,1353452460
CHS,CLT,1353406740,1353411060
BTV,IAD,1353406920,1353413340
BWI,CLT,1353406260,1353411240
XNA,LGA,1353460320,1353471240
CRW,CLT,1353406740,1353410100
GNV,TPA,1353407100,1353409680
TYS,CLT,1353406680,1353409740
LGA,XNA,1353451020,1353463620
FAY,DCA,1353407460,1353411840
ICT,ORD,1353412380,1353418680
ORD,CMI,1353461100,1353463500
AVL,CLT,1353407160,1353409980
FLO,CLT,1353406860,1353409320
LGA,CRW,1353454620,1353460800
CAE,CLT,1353407460,1353409380
CLT,STL,1353415500,1353421860
GSO,CLT,1353407040,1353410340
AGS,ATL,1353407100,1353409800
SDF,CLE,1353407340,1353411480
BUF,DCA,1353406980,1353411360
EVV,ORD,1353428820,1353432900
CLT,EWR,1353408060,1353413700
MKE,ORD,1353447840,1353450600
MHT,ORD,1353407700,1353416220
PHL,RDU,1353415080,1353421320
ORD,AZO,1353466740,1353469560
TYS,IAD,1353407880,1353413220
CWA,ORD,1353459300,1353464880
TRI,ATL,1353407460,1353410580
IAD,IAH,1353407880,1353420540
BOS,CLE,1353408720,1353415800
DUJ,FKL,1353409200,1353410580
PHX,MCI,1353433260,1353442500
ORF,DCA,1353407760,1353410940
IND,EWR,1353408480,1353415320
AZO,DTW,1353408360,1353411480
GRR,CLE,1353408420,1353412680
CLT,ATL,1353413520,1353417420
RDU,ATL,1353413400,1353418200
EWR,PHL,1353408900,1353411420
LGA,DFW,1353409620,1353422640
DFW,LBB,1353468900,1353472380
IND,DCA,1353408780,1353414120
CLE,MDW,1353409140,1353413820
BFD,JHW,1353409200,1353410460
CMH,PHX,1353414300,1353428940
ABE,PHL,1353409200,1353411120
DTW,MCO,1353414180,1353423300
RSW,IND,1353408900,1353418080
FNT,ATL,1353409140,1353416220
ATL,MDW,1353414180,1353420540
PHL,ROC,1353414360,1353418740
CLT,PHL,1353411360,1353416520
DCA,BDL,1353413640,1353418440
PHL,IAD,1353409200,1353412620
GRR,ATL,1353409560,1353416160
SGF,DFW,1353429240,1353434160
DTW,PHX,1353414360,1353428340
DFW,GCK,1353437580,1353442740
CLT,RIC,1353414960,1353419700
DCA,BOS,1353414300,1353418860
DTW,RSW,1353414660,1353424440
PHL,RDU,1353409980,1353415320
RIC,LGA,1353409680,1353414300
PHL,BOS,1353409740,1353414120
PVD,DCA,1353409440,1353414420
EWR,BWI,1353409740,1353414120
DFW,XNA,1353421620,1353425760
TYR,DFW,1353412740,1353415080
CLT,SFO,1353414780,1353435960
CLT,SDF,1353414600,1353419700
PHL,STL,1353415200,1353424020
CLT,CMH,1353414360,1353419100
CLT,DFW,1353414900,1353424500
PHL,BDL,1353415920,1353420780
BDL,DCA,1353409740,1353413640
CLT,EWN,1353415080,1353419160
MHK,DFW,1353413340,1353419820
BWI,ORD,1353408840,1353416280
GSP,IAH,1353410520,1353420120
CLT,DEN,1353414960,1353427320
PHL,ATL,1353414960,1353424080
DCA,JFK,1353420420,1353424860
CLT,IND,1353415440,1353421020
CLT,IAH,1353415260,1353426120
ALB,MDW,1353411060,1353420180
SAV,ATL,1353410820,1353414300
MDT,BOS,1353410640,1353416760
SYR,EWR,1353411000,1353415740
TYS,LGA,1353410760,1353417180
ERI,CLE,1353410760,1353413040
BDL,PIT,1353410700,1353415500
MIA,CMH,1353464220,1353473880
DHN,ATL,1353410940,1353414240
BDL,MSP,1353410700,1353420300
MCO,SFO,1353410760,1353433080
CLT,EWR,1353414960,1353420780
ATL,DEN,1353411180,1353422820
JFK,ORF,1353448560,1353454140
PHL,ALB,1353416640,1353420720
EWR,CLE,1353410760,1353415920
PHL,DEN,1353415800,1353430080
CLT,MCO,1353415740,1353421620
PHL,SFO,1353415380,1353437280
DCA,JFK,1353456420,1353460620
ROC,PHL,1353411060,1353416400
IAD,JFK,1353411360,1353415560
CLT,MIA,1353447900,1353454980
PBI,CLT,1353411360,1353418020
RIC,BOS,1353411480,1353416940
CAK,CLT,1353412080,1353417720
ROW,DFW,1353456000,1353460680
IND,PHL,1353411600,1353417840
MYR,CLT,1353412020,1353415560
CAE,ATL,1353411960,1353415440
PHL,MCO,1353411840,1353420240
PHL,PHX,1353412020,1353430920
PIT,BOS,1353411960,1353417120
ORF,DFW,1353412500,1353424260
BWI,CLT,1353412380,1353418920
GSO,CLT,1353412500,1353415500
JFK,LAS,1353412380,1353431700
ALB,PHL,1353412260,1353416820
DSM,DFW,1353412800,1353419460
MKE,CLE,1353412500,1353417120
MDT,CLT,1353412500,1353418320
OKC,DFW,1353412860,1353416220
IAH,PHX,1353412860,1353422820
DCA,LGA,1353412620,1353416160
ISP,PHL,1353412740,1353416220
JAN,CLT,1353412620,1353418800
PBI,JFK,1353412860,1353421920
PHL,LAX,1353412620,1353432840
IAD,SFO,1353412560,1353434280
BOS,LAX,1353413100,1353435480
FLL,LAX,1353413640,1353434040
BUF,LGA,1353412620,1353418200
DTW,PHL,1353413040,1353419580
TYS,CLT,1353412740,1353417600
EWR,PBI,1353412980,1353422700
GPT,IAH,1353412680,1353417840
MCO,HPN,1353412560,1353421560
IND,DFW,1353413280,1353420660
HPN,PBI,1353414840,1353424200
BGM,PHL,1353413280,1353417540
GCK,DFW,1353415320,1353420240
IND,DEN,1353413460,1353422460
GSO,PHL,1353412980,1353418020
PIT,MSP,1353413220,1353420120
PHL,SCE,1353415500,1353418140
CMH,ORD,1353412740,1353417420
CLT,AVL,1353415500,1353418260
CLT,SAN,1353415740,1353433080
MSY,EWR,1353415620,1353425040
PHL,MCI,1353415860,1353426900
PHL,IND,1353415500,1353422700
ATL,MCO,1353415740,1353420480
SAT,CLT,1353415920,1353424560
PHL,FLL,1353415860,1353425880
ORD,CMI,1353465780,1353467940
CLT,ROA,1353415860,1353420240
MCO,BUF,1353415980,1353425940
CHS,DCA,1353415380,1353421560
PHL,TPA,1353416100,1353427200
MKE,PHX,1353416220,1353430680
PHL,ORD,1353415980,1353424140
CLT,FAY,1353415860,1353419100
MCO,SAN,1353416100,1353436020
CLE,LGA,1353415800,1353420420
MSP,RSW,1353416100,1353427620
RSW,LGA,1353416340,1353426180
MCO,RIC,1353418320,1353424740
OMA,ATL,1353416700,1353424680
SLC,LAX,1353416640,1353423900
HSV,DEN,1353416460,1353426900
PHL,BNA,1353418080,1353425400
BWI,CHS,1353417780,1353423300
EWR,JAX,1353418740,1353428580
CLE,RDU,1353416520,1353421740
LCH,IAH,1353416580,1353419340
MSP,PHL,1353416760,1353425820
MCI,CLT,1353416460,1353424620
BOI,SFO,1353417780,1353424140
SGU,SLC,1353416580,1353420720
HOU,ATL,1353416640,1353423420
MSY,LGA,1353416760,1353426060
SBA,LAX,1353417300,1353420480
IAH,CRP,1353417180,1353420120
PHL,PHX,1353417240,1353435000
CLE,ATL,1353417360,1353424200
IAH,CVG,1353417120,1353425280
ROA,CLT,1353417060,1353420600
CLE,BUF,1353418800,1353423300
ORD,ROC,1353441300,1353446580
IAD,IAH,1353417360,1353428400
IAH,GPT,1353417300,1353421560
LGA,ILM,1353417600,1353424200
BWI,SAT,1353418380,1353430980
ATL,SMF,1353417180,1353435480
IAD,LGA,1353416940,1353421620
DCA,FLL,1353418020,1353426600
ATL,BTR,1353417120,1353423060
IAH,MAF,1353417300,1353422460
OMA,CLT,1353417060,1353426060
MKE,PHL,1353417120,1353424140
BTM,SLC,1353417540,1353422700
IAH,AUS,1353417300,1353420480
IAD,SFO,1353417540,1353439320
IAH,PIT,1353417420,1353427020
RSW,CLT,1353417660,1353425700
ATL,TUL,1353417300,1353424740
ATL,TRI,1353417300,1353421080
SHV,ATL,1353417420,1353422820
IAD,ROC,1353416940,1353420900
CLT,CLE,1353417960,1353422640
IAH,AEX,1353417300,1353420360
DTW,PHX,1353417960,1353432300
BWI,SAN,1353418200,1353438240
MCO,ATL,1353418020,1353423180
CLE,FNT,1353420360,1353423120
MCI,PHX,1353418560,1353428040
CLE,DFW,1353418560,1353429240
DAL,HOU,1353418320,1353421560
MCO,EWR,1353418140,1353427740
JAX,ATL,1353419460,1353423780
RDU,ATL,1353418140,1353423120
HOU,MCI,1353418800,1353425280
CLT,MIA,1353459300,1353466740
DCA,EWR,1353418200,1353421860
EWR,MYR,1353417600,1353424380
EWR,ITH,1353417900,1353423000
MCI,SFO,1353418320,1353432540
IAD,RDU,1353417540,1353421620
MSY,DCA,1353418320,1353426420
EWR,SYR,1353417420,1353420840
CLE,LAS,1353417960,1353433260
MCI,DCA,1353418080,1353426480
EWR,BOS,1353418440,1353422460
STL,DFW,1353418620,1353425040
DTW,MSN,1353418200,1353422400
CLE,DAY,1353418200,1353421080
CLE,LAX,1353418740,1353436620
AUS,LAS,1353418380,1353428820
DTW,MSP,1353418320,1353424620
IAD,SCE,1353418800,1353422400
SBA,DEN,1353418740,1353427860
CLE,PIT,1353418500,1353421440
EWR,PWM,1353418260,1353422820
TLH,TPA,1353418800,1353422280
SMF,SFO,1353439800,1353442020
EWR,DTW,1353418980,1353425760
BOS,DEN,1353418680,1353434460
DCA,CHS,1353418860,1353426000
CLE,PKB,1353418500,1353421440
BUF,MCO,1353419220,1353428100
ATL,MCO,1353419100,1353424380
PSP,DEN,1353419340,1353427140
SLC,LAS,1353419160,1353423240
ATL,PIT,1353418680,1353424200
ROC,ORD,1353449280,1353456300
STL,DAL,1353418740,1353424260
BOI,DEN,1353418620,1353424500
ORD,RSW,1353418140,1353428160
CLE,PBI,1353418380,1353428340
IAH,SHV,1353419280,1353422280
TPA,FLL,1353419100,1353422940
IAH,JAN,1353418740,1353422940
BHM,ATL,1353418860,1353422580
COS,DEN,1353418920,1353422160
PNS,TPA,1353418680,1353424260
EWR,ORF,1353418380,1353425580
ORD,BNA,1353464340,1353469080
ATL,PHL,1353419580,1353427620
CMI,ORD,1353412380,1353415380
EWR,RSW,1353418980,1353430380
DCA,CAE,1353419040,1353425700
FAT,LAS,1353419460,1353423840
DCA,GSP,1353419040,1353425880
RNO,DEN,1353418560,1353425820
CLE,ERI,1353418800,1353437700
PHX,SLC,1353418920,1353424320
MEM,DEN,1353418620,1353427500
BWI,LAX,1353422580,1353442020
ATL,TLH,1353425520,1353429060
ORD,OMA,1353469680,1353474240
DTW,STL,1353418920,1353424440
BWI,ORD,1353453300,1353460500
CLE,TPA,1353419220,1353427380
JAN,DCA,1353426840,1353434400
RDM,DEN,1353419160,1353427260
PHX,BUR,1353419160,1353424020
BOS,CLT,1353419040,1353426840
FAT,DEN,1353419400,1353427380
